Customer Name,Customer e-mail,Country,Gender,Age,Annual Salary,Credit Card Debt,Net Worth,Car Purchase Amount
Rhonda,Sed.congue.elit@faucibusleo.ca,Hungary,0,41.35450195,79064.9559,7221.667169,365871.4992,47719.47741
Leroy,arcu.et.pede@Morbinequetellus.org,Mauritania,1,41.93116782,55514.9934,8009.719809,394229.8972,35784.42411
Adrienne,mauris.Morbi@ligulatortordictum.net,Kyrgyzstan,0,38.03912192,75901.81829,6512.71102,357468.1866,42905.53815
Aileen,venenatis.lacus@nuncQuisque.edu,Chile,0,42.64066561,56687.93949,10827.1614,790116.4252,48516.84335
Rafael,nonummy.Fusce@sem.net,Angola,0,43.57614914,59801.06311,8042.386734,601744.9607,45593.6849
Olivia,lacus.vestibulum.lorem@gravidaAliquamtincidunt.ca,Grenada,0,40.99660693,57303.83325,10836.41709,258194.8443,32061.6467
Hiram,ipsum.non.arcu@placeratorci.com,Belize,0,45.84421027,43412.86301,7843.402994,392003.2864,32208.37522
Jelani,consectetuer.adipiscing.elit@vestibulumneceuismod.net,Bangladesh,1,45.76882266,58948.93261,8282.075073,205439.3663,35475.00344
Madeson,libero.et@Crasdictum.ca,Christmas Island,1,39.814817,56086.45033,6588.606462,228388.5491,29519.56184
Uriah,molestie@commodoauctorvelit.co.uk,Niger,1,44.95472657,80015.83115,9064.618618,508555.1592,55420.56668
Brady,massa@nec.co.uk,Malta,1,57.97429301,41409.2939,8211.34092,421318.9764,42139.64528
Denise,montes@inconsectetuer.edu,Niue,0,61.70872559,40387.9207,5761.401538,622569.5959,50539.90169
Lyle,nascetur@amet.org,New Caledonia,0,51.52532667,48746.71666,3923.407178,217188.4056,34922.42846
Victor,lectus.a@nonhendreritid.org,Armenia,0,44.27741911,70230.15498,8542.019129,320525.7282,43898.2733
Demetria,Donec.at@sedlibero.net,Slovakia,0,44.02366242,64961.39305,6885.723977,265717.2542,39135.03023
Ora,bibendum.Donec.felis@liberoestcongue.org,Uruguay,1,39.66565685,57777.15558,19692.91262,601210.2803,41147.46679
Trevor,Sed@Pellentesquetincidunttempus.edu,Chile,0,32.59143047,54447.15275,13141.31969,284155.4155,24134.59205
Kristen,urna@vitaeodiosagittis.ca,Egypt,1,44.13391466,59712.31101,7135.98755,487564.5541,42705.11311
Aristotle,ac@non.com,Namibia,0,42.22095552,65605.41798,13629.1104,297540.8814,38901.60925
Camden,Aliquam.adipiscing.lobortis@loremut.net,Congo (Brazzaville),1,20,70467.29492,100,494606.6334,28645.39425
Urielle,est.congue@Nunc.edu,Canada,0,52.61004535,76318.87883,6392.211408,245216.1691,52150.41786
Jolene,erat.neque.non@elit.com,Viet Nam,1,55.9330891,77657.56243,14438.24233,622831.922,66648.25077
Holly,accumsan@parturientmontes.net,Micronesia,1,44.17501053,60487.90116,9911.037592,478428.7174,42909.27129
Wayne,molestie.orci@condimentum.com,Cape Verde,1,52.49932303,67729.9725,10279.91264,314885.1345,49248.10595
Judith,vel.nisl.Quisque@mollisPhasellus.co.uk,Poland,0,42.5273855,49463.0635,6478.156506,201636.866,27303.17104
Dennis,nunc.nulla.vulputate@dignissimmagnaa.edu,Haiti,1,48.51272138,65850.47688,3912.385616,419556.6198,47869.82593
Kaitlin,parturient@Nuncsollicitudincommodo.co.uk,French Southern Territories,1,55.52192516,66505.38124,3942.76762,621309.5863,59984.16361
Harriet,amet.orci@tellus.net,Mali,0,47.46701603,58260.57232,4658.41454,507572.635,45271.46081
Tatyana,sem@parturientmontesnascetur.net,Norfolk Island,0,25.17989327,45092.74073,11380.09288,158758.3577,9000
Paula,Nam@enimmitempor.com,Northern Mariana Islands,1,44.70222518,63845.77186,7761.848528,505048.7599,46012.10616
Tamekah,ut.pharetra@ametultricies.net,Costa Rica,1,46.47392714,55293.575,8276.644566,169475.9968,32967.20191
Brandon,non@purusaccumsaninterdum.com,Suriname,0,32.79649861,87598.01501,10814.57915,485563.7363,48785.15839
Veda,et.euismod@Duis.co.uk,Luxembourg,1,42.78726724,71753.30877,9119.791422,400703.2655,45824.5656
Seth,Nulla.aliquet@sedturpisnec.co.uk,Bosnia and Herzegovina,1,47.5469052,45368.15561,12203.48778,577058.1773,40102.11417
Kai,velit@molestie.com,Greenland,0,48.14631737,45362.66982,2524.992105,399437.5235,35457.1486
Piper,erat.neque@mattisvelitjusto.org,Malawi,0,40.47710314,40727.39196,9725.549901,508528.9957,29556.7932
Hillary,ut.mi.Duis@quisarcu.com,South Sudan,1,38.54583374,58632.58875,12035.37079,516817.3173,38243.06228
Francis,Phasellus@estcongue.ca,Solomon Islands,0,39.14103529,66680.2741,10263.14899,556945.8742,44430.63323
Rogan,pulvinar@porttitortellus.ca,Jamaica,1,53.9049485,75892.3053,8110.946984,177878.1758,51046.42226
Kyle,a.feugiat@enimnisl.com,Papua New Guinea,0,53.37171727,59297.41631,9592.433147,567842.1267,52570.36517
Vaughan,Aliquam@aaliquet.com,Ukraine,0,51.44198125,92455.72807,9877.169366,285326.3544,61404.22578
India,risus.at.fringilla@feugiat.ca,Nigeria,0,54.52160505,32697.98161,10858.02526,218808.7553,28463.64326
Edward,rutrum.urna@faucibusidlibero.co.uk,Greenland,1,35.05685897,55418.75606,8837.654857,312927.9187,27586.20078
Laurel,felis@orciconsectetuereuismod.ca,India,0,43.30468502,68921.40213,8120.204455,515012.2804,47979.48549
Igor,Proin.eget@aliquetnecimperdiet.org,Grenada,0,36.51447117,43739.97829,5933.177726,517110.9454,28164.86039
Diana,purus.ac.tellus@parturientmontesnascetur.org,Guadeloupe,0,59.61961534,81565.95967,9072.063059,544291.9504,69669.47402
Todd,egestas.a@vel.ca,New Zealand,0,43.54252824,65364.06334,7839.414396,579640.7982,48052.65091
Zephania,montes@sedsem.ca,Malawi,1,39.2812453,65019.15701,4931.56016,341330.7344,37364.23474
Brock,Vivamus.nisi@elitpharetraut.ca,United States Minor Outlying Islands,1,41.6796235,58243.17992,15149.03426,649323.7878,44500.81936
Avye,Cras@eros.net,Armenia,0,32.30887578,73558.87334,11164.52652,301245.7708,35139.24793
Serena,odio.Nam@estac.ca,Northern Mariana Islands,1,52.28979935,66088.02369,6769.181833,557098.9636,55167.37361
Barclay,diam.Proin@ut.edu,"Saint Helena, Ascension and Tristan da Cunha",0,56.28750886,54441.72437,4362.720324,432850.4157,48383.69071
Isabella,et.magnis@necmetus.ca,Turkey,1,40.75405169,60101.79725,12989.36784,340720.5185,35823.55471
Mia,sed.est@afelisullamcorper.edu,Turkmenistan,1,50.76936195,50153.43545,6596.01369,266939.1746,36517.70996
Chester,Integer@odioauctor.co.uk,Jamaica,0,57.61545628,61430.93415,11561.07365,421891.846,53110.88052
Isaac,pretium.aliquet.metus@pretiumneque.com,Saint Kitts and Nevis,0,50.80193441,65846.5096,9141.668545,531840.3342,53049.44567
Heather,erat.Etiam@elementum.org,Madagascar,1,29.03452095,55433.61187,10769.75059,276466.6203,21471.11367
Justine,orci.adipiscing@penatibuset.com,Venezuela,1,52.96776171,62979.60196,14297.25366,247421.9185,45015.67953
Bert,sem.Pellentesque@quis.net,Israel,0,43.3868909,76523.33258,10373.00856,620355.2658,55377.87697
Gil,Phasellus.fermentum@dictumplacerataugue.net,France,0,62.07084214,63956.1618,16978.52745,360787.6401,56510.13294
Dolan,ipsum.Phasellus@egestasblanditNam.edu,Yemen,1,60.41643332,39460.00348,8769.290288,571245.3714,47443.74443
Cheryl,iaculis.enim@nislelementum.edu,Indonesia,1,36.65996988,66923.43536,8611.468093,522814.817,41489.64123
Courtney,porttitor.tellus@elitelit.org,Malaysia,0,43.3654703,50051.14039,893.2353408,347177.8367,32553.53423
Neville,felis.Nulla@mi.ca,Mauritania,0,41.7050595,61575.9502,594.8049491,497197.264,41984.62412
Gloria,Curabitur.egestas.nunc@fermentumfermentum.ca,Gambia,0,54.87954467,64430.07398,6924.106833,664862.0102,59538.40327
Jonah,augue@risusNuncac.co.uk,Myanmar,1,45.75269752,63722.00164,10711.44472,316128.4002,41352.47071
Merrill,dolor.sit@turpisIn.com,Egypt,1,50.19720522,78518.21527,10072.48298,294506.0844,52785.16947
Nolan,Donec.at@neccursus.co.uk,Latvia,0,55.08772031,72424.80112,9831.184792,523680.7699,60117.67886
Winter,egestas.urna.justo@maurissagittis.edu,Wallis and Futuna,0,42.90018665,77665.17195,13308.87932,349588.5608,47760.66427
Rigel,egestas.blandit.Nam@semvitaealiquam.com,Sao Tome and Principe,0,51.76741827,77345.61633,6736.75168,665099.139,64188.26862
Walter,ligula@Cumsociis.ca,Nepal,0,41.46251483,71942.40291,6995.902524,541670.1016,48901.44342
Vanna,Cum.sociis.natoque@Sedmolestie.edu,Zimbabwe,1,37.64199977,56039.49793,12301.45679,360419.0988,31491.41457
Pearl,penatibus.et@massanonante.com,Philippines,1,53.94349722,68888.77805,10611.60686,764531.3203,64147.28888
Nell,Quisque.varius@arcuVivamussit.net,Botswana,1,59.16050864,49811.99062,14013.03451,337826.6382,45442.15353
Marla,Camaron.marla@hotmail.com,marlal,1,46.73115245,61370.67766,9391.341628,462946.4924,45107.22566
